,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
10,Data/Business Intelligence Leader-Commercial Pharmaceuticals,$79K - $136K (Glassdoor est.),"Hawkins Point Partners is looking for a Senior Data/Business Intelligence Leader with Commercial Data Management experience. This resource will lead a team of BI developers, develop and maintain commercial KPI definitions, facilitate KPI discussions with key stakeholders, and incorporate new data assets into KPI’s. This resource will be a thought leader on data validation and analytic usage within the commercial organization, working closely with various data-consuming stakeholders and managing data vendors. Position will liaison with Customer Information Management (Acquisition, MDM & Reporting), IT, Commercial Partners and Compliance, to validate and document business terms, rules, policies, as well as the flow of the information from source to target across the commercial enterprise.

QUALIFICATIONS

• 10-15 years of Information Technology industry experience

• 5 + years with Commercial Pharmaceutical Data

• Strong analytical, problem solving, and organizational skills, with a customer-focused ability to communicate across all levels of the organization.

• Ability to thrive in a fast-paced, evolving environment, engaging across the organization, including commercial teams, medical affairs, data science and IT.

• Experience in governance and data quality management (DQM), experience with Pharmaceutical data assets & vendors, knowledge of commercial analytics (Sales, Marketing, Managed Markets



• Strong technical capabilities

• Required: SQL, Oracle, MS Office

• Beneficial: QlikSense or Tableau

• Pharmaceutical commercial data expertise (IMS NPA/Longitudinal Patient Flow/Xponent/DDD/Claims/Payer, Specialty Pharmacy, Symphony, HMS, etc)

• Experience in translating complex data sets into actionable framework, including KPI development and implementation

• Strong interpersonal skills and ability to work cross-functionally and direct multi-functional projects, within matrixed reporting structures

• High sense of urgency with the ability to work under tight timelines

• High attention to detail and desire to learn

EDUCATION

• BA/BS required



At Hawkins Point Partners we believe in creating great experiences for our colleagues. We offer competitive compensation along with comprehensive benefit options to meet the diverse needs of our colleagues in their personal and professional lives.",4.7,"Hawkins Point Partners
4.7","Cambridge, MA",-1,51 to 200 Employees,2012,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1
11,Director of Data Science and Analytics,$79K - $136K (Glassdoor est.),"Primary Work Address: 4000 Jones Bridge Road, Chevy Chase, MD, 20815
Current HHMI Employees, click here to apply via your Workday account.


HHMI is focused on supporting and moving science forward in a variety of different ways ranging from conducting basic biomedical research, empowering educators, inspiring students, developing the next generation of scientists – even stretching into film and media production. Our Headquarters is in Chevy Chase, MD and is home to over 300 employees with expertise in communications, digital production, biomedical sciences, and everything in between. The work housed here supports and augments the groundbreaking research conducted in HHMI labs across the nation. As HHMI scientists continue to push boundaries in laboratories and classrooms, you can be sure that your contributions while working here are making a difference.



The Director of Data Science and Analytics supports the Office of the President and the office of the Vice President and Chief Financial and Operating Officer (CFOO) in capturing, analyzing, and interpreting data for institute decision-making. The Director will collaborate cross departmentally to help gain efficiencies and drive decision-making through data and analytics. They will serve as the analytics specialist and advance the institute’s ability to turn information into insight. In support of the institute’s strategic initiatives, they will work proactively with colleagues throughout the Institute to determine information needs, develop clear research objectives and questions, collect and refine data, produce descriptive and inferential analyses, synthesize and present findings, and develop data solutions to ensure that stakeholders have the information they need. The position will also participate in broader responsibilities including data governance, ad-hoc reporting, external reporting requirements, and documentation of work product.





Remaining in a normal seated or standing position for extended periods of time; reaching and grasping by extending hand(s) or arm(s); dexterity to manipulate objects with fingers, for example using a keyboard; communication skills using the spoken word; ability to see and hear within normal parameters; ability to move about workspace. The position requires mobility, including the ability to move materials weighing up to several pounds (such as a laptop computer or tablet).

Persons with disabilities may be able to perform the essential duties of this position with reasonable accommodation. Requests for reasonable accommodation will be evaluated on an individual basis.



This job description sets forth the job’s principal duties, responsibilities, and requirements; it should not be construed as an exhaustive statement, however. Unless they begin with the word “may,” the Essential Duties and Responsibilities described above are “essential functions” of the job, as defined by the Americans with Disabilities Act.",4.7,"Howard Hughes Medical Institute
4.6","Chevy Chase, MD",-1,1001 to 5000 Employees,1953,Nonprofit Organization,Grantmaking Foundations,Non-Profit,$2 to $5 billion (USD),-1
12,Arity-Data Science Team Lead (Remote-Home Based Worker),$79K - $136K (Glassdoor est.),"Founded by The Allstate Corporation in 2016, Arity is a data and analytics company focused on improving transportation. We collect and analyze enormous amounts of data, using predictive analytics to build solutions with a single goal in mind: to make transportation smarter, safer and more useful for everyone.
At the heart of that mission are the people that work here—the dreamers, doers and difference-makers that call this place home. As part of that team, your work will showcase both your intelligence and your creativity as you tackle real problems and put your talents towards transforming transportation.
That’s because at Arity, we believe work and life shouldn’t be at odds with one another. After all, we know that your unique qualities give you a unique perspective. We don’t just want you to see yourself here. We want you to be yourself here.
The Team
The Data Science team plays a crucial role at Arity by taking raw telematics data from plug-in devices, smartphones and connected vehicles and deriving insights capable of transforming our clients’ business operations. We participate in cross-functional, self-organizing product development teams. Along with product managers, software engineers, experience designers, and other experts, we research, develop and deploy services that delight our customers. Data Science partners to solve a wide range of difficult challenges. These include using raw sensor data to understand the reality of what occurred at an event, trip and user level. Additionally, we leverage these core capabilities to create business insights and services tailored to customer needs. The Role
As a Data Science Team Lead, you will be responsible for leading and inspiring a world-class group of data scientists, data analytics engineers and business analytics consultants within our Sharing Economy product segment. These teams capture telematics data and booking data to build unique insights about the risk and operations of ride share, car share, and gig economy companies. You will also help create and support our business strategy for Sharing Economy by being a strong voice of the customer from an analytics lens. You will help us recruit and lead top talent and have a key voice in the analytics operations at Arity.

Responsibilities
Serve as a leader for technical contributors in Analytics roles engaged with cross-functional product development teams through coaching and mentoring
Help the Sharing Economy group translate its strategic vision into priorities and tangible tracks of work using data science expertise
Help the Sharing Economy group continue to improve its effectiveness in operations
Support team efforts to enhance our culture and create strong professional development opportunities
Drive continuous improvement of data science, data engineering practices to create world-class capabilities
Support sales and customer success efforts by demonstrating Arity analytics maturity coupled with humility and empathy
Build the Arity brand by engaging in conferences, meetups, blogs and other external public engagements
Drive recruiting by leading efforts to build relationships in the industry, attend career fairs and create strong interviewing pipelines Qualifications
Inspires/mentors/coaches’ people to be bold and do the best work of their careers
Solid data engineering, machine learning or analytics experience in a business context
Demonstrated ability to deliver results on cross-functional projects
Highly innovative thought leaders who envision and articulate radical change
Comfortable in a fast-paced environment with high ambiguity; inspires others to embrace these conditions
Proven champions of agile product development practices
Respected by peers for their technical prowess
Great interpersonal communicators / collaborators with both technical and non-technical team members
Competitive with themselves while being humble

The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.
That’s the day-to-day, now let’s talk about the rest of it. As we mentioned, Arity was founded by The Allstate Corporation. But you’ll be working for—and at—Arity. It’s the best of both worlds. You’ll get access to the full suite of Allstate benefits and work in a fast-paced startup culture. That’s more than just free breakfasts and brain breaks. It’s a culture that encourages you to be you.
Sound like a fit? Apply now! We can’t wait to meet you.
Arity.com Instagram Twitter LinkedIn
Allstate generally does not sponsor individuals for employment-based visas for this position.
Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click ""here"" for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click ""here"" for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “ here ”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs
To view the FMLA poster, click “ here ”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.
It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment",4.7,"Allstate
3.5","Chicago, IL",-1,10000+ Employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),-1
13,Senior Marketing Data Scientist,$79K - $136K (Glassdoor est.),"National Funding is continuing to grow its Analytics Department and has an exciting opportunity as a Senior Data Scientist. This high-profile role is at the center of activity for the company and is a major driver and contributor to National Funding's core strategy and growth. We are looking for a data-driven individual with excellent analytical skills and experience to work alongside business stakeholders primarily on our Direct Marketing team to deliver insights and make recommendations.
Senior Data Scientist Major Responsibilities
Provides analytic support and strategic thought partnership to Direct Marketing team
The ideal candidate will have the ability to tell stories with the data, communicate effectively and instill confidence in recommendations to motivate stakeholders to take action",4.7,"National Funding
3.3","San Diego, CA",-1,201 to 500 Employees,1999,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
14,"Associate Director/Director, Market Analytics, Oncology",$79K - $136K (Glassdoor est.),"Associate Director/Director, Market Analytics, Oncology
Location


Agios Pharmaceuticals HQ

Job Code

1237

# of openings

1

Apply Now",4.7,"Agios Pharmaceuticals
4.2","Cambridge, MA",-1,501 to 1000 Employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1
15,Arity-Group Product Manager,$79K - $136K (Glassdoor est.),"Founded by The Allstate Corporation in 2016, Arity is a data and analytics company focused on improving transportation. We collect and analyze enormous amounts of data, using predictive analytics to build solutions with a single goal in mind: to make transportation smarter, safer and more useful for everyone. At the heart of that mission are the people that work here—the dreamers, doers and difference-makers that call this place home. As part of that team, your work will showcase both your intelligence and your creativity as you tackle real problems and put your talents towards transforming transportation. That’s because at Arity, we believe work and life shouldn’t be at odds with one another. After all, we know that your unique qualities give you a unique perspective. We don’t just want you to see yourself here. We want you to be yourself here. The Team
Looking to join a strong team with a vision to build the future of transportation? At Arity, achieving our goals requires a product manager eager to work in the trenches with the development team to solve tough problems and produce great results. Just as importantly, they’ll need to collaborate regularly with our engineers, designers, customers, and stakeholders to understand what must be done and why. We’re looking for a dynamic new teammate who’s comfortable scoping out the use cases of a new API one moment, providing design critique the next, and finishing up by building out a roadmap around a new feature—or has the willingness to learn these skills. Above all, an Arity product manager should possess insatiable curiosity and attention to detail. Want to join our team? Let’s chat! The Role
We are looking for a collaborative and innovative Group Product Manager to drive strategy and vision forward for our Sharing Economy segment. You will get to work closely with designers, data scientists and engineers to translate customer insights, business imperatives and technological advances into great experiences for our customers in the Rideshare, Carshare & Delivery space.
You have a strong technical and analytical background that can think holistically about customer pain points. You will be involved in defining and developing new products & features that take us to the next level.
Responsibilities
Craft product roadmaps through interaction with cross-functional teams, data analysis, competitive research and user insights.
Work with design, data science, engineering, and marketing teams to implement and build new product features that deliver great solutions for our renters and owners.
Define and analyze key metrics that will inform decision-making and measure success of product-driven initiatives
Think widely about trend in shared mobility, gig economy and beyond to drive greater business value through creative solutions.
Manage a small team of product managers to execute a on a shared vision. Qualifications
7-10 years of product management experience preferably at a Sharing Economy or technology focused B2B SaaS company.
Demonstrated success in delivering new products and features from concept to launch.
Ability to define product strategy, prioritize and articulate the rationale behind your decisions.
Proven analytical skills and ability to use data to drive decision-making and feature prioritization
Command a high bar for product experiences and leverage user-centered design principles to guide your decision-making.
Detail oriented with strong project management skills and able to ask the questions nobody else has asked.
Knows how to cut through ambiguity to identify the core priorities
A drive to collaborate, learn and “get things done” while balancing multiple projects.
Experience hiring, coaching and managing a high-performing team of product managers, including senior product managers.
Strong verbal and written communication skills.
Strong academic background in an engineering discipline or related field that enables you to understand & easily communicate with a technical team

The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.
That’s the day-to-day, now let’s talk about the rest of it. As we mentioned, Arity was founded by The Allstate Corporation. But you’ll be working for—and at—Arity. It’s the best of both worlds. You’ll get access to the full suite of Allstate benefits and work in a fast-paced startup culture. That’s more than just free breakfasts, brain breaks and ping pong. It’s a culture that encourages you to be you.
Sound like a fit? Apply now! We can’t wait to meet you.
Arity.com Instagram Twitter LinkedIn
Allstate generally does not sponsor individuals for employment-based visas for this position.
Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click ""here"" for information regarding the San Francisco Fair Chance Ordinance.
For jobs in Los Angeles, please click ""here"" for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the “EEO is the Law” poster click “ here ”. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs
To view the FMLA poster, click “ here ”. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.
It is the Company’s policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employee’s ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment",4.7,"Allstate
3.5","Chicago, IL",-1,10000+ Employees,1931,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),-1
16,Data Scientist,$79K - $136K (Glassdoor est.),"When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.
Summary:
In this role, you will conduct sophisticated data analysis to help address critical business and member questions, the outputs of which enable members to drive improvements in clinical, operational, and economic outcomes.
Responsibilities:
Provide analysis to identify critical issues/questions around member performance.",4.7,"Vizient, Inc.
4.1","Chicago, IL",-1,1001 to 5000 Employees,1977,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1
17,Digital Aspire Rotational Program,$79K - $136K (Glassdoor est.),"Imagine yourself working for a company where innovation, teamwork, and customer service comprise the core of that organization—a place where talented people from over 60 countries work together to set standards of excellence in the maritime world. Sound exciting? Then ABS is the right place for you!

ABS currently has openings for its full-time Digital Aspire Rotational Program, which launches each year in July (2021). The Digital Aspire Rotational Program offers recent university graduates the opportunity to accelerate their career growth through a structured framework that combines challenging work rotations with technical and professional training for a period of up to 7 months. The goal of the digital rotational program is to develop our next generation of ABS digital professionals in an accelerated, structured rotational program. Upon successful completion of the program, participants will transition into a fulltime role within ABS’ Data Science and Digital Solutions department.

The rotational program provides both on-the-job experience and classroom development.



The rotational program provides valuable opportunities to become immersed in at least two core aspects of our digital business functions:
The combination of cross-functional work assignments and action learning projects help to develop the skills and capabilities needed to build your career path toward leadership in the digital world. Program participants will receive feedback during the program in the form of evaluations at the completion of each rotation. Rotations will be in the United States.


The rotational program is highly selective, and space is limited. To be considered, at a minimum, candidates must have:


Must be a US Citizen or Permanent Resident (US Person) and able to work on Government Data with ITAR classification",4.7,"American Bureau of Shipping
3.8","Houston, TX",-1,1001 to 5000 Employees,1862,Other Organization,Architectural & Engineering Services,Business Services,$1 to $2 billion (USD),-1
18,Staff BI and Data Engineer,$79K - $136K (Glassdoor est.),"Job Description: Staff BI and Data Engineer
Location: San Jose, CA (or) New York, NY
Department: Data Engineering
Hours/Shift: Full Time
Reports To: VP, Data Engineering
Job Description:
Affinity Solutions is looking for a hands-on and self-driven Staff BI and Data Engineer, preferably with experience in the bank card loyalty/fin-tech/advertising/marketing space, to enhance and automate its data and analytics infrastructure to support its growing customer base and expanding partner ecosystem. The position is based in San Jose, CA., and reports into the Data Engineering division. The demand for advanced analytical solutions continues to grow exponentially, and this is your opportunity to grow with us in a fast-paced, collaborative environment.",4.7,"Affinity Solutions
3.2","San Jose, CA",-1,51 to 200 Employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
19,"Professional, Data Analyst",$79K - $136K (Glassdoor est.),"Responsible for the creation and accuracy of data extracts and reports, including but not limited to member eligibility, provider, medical & pharmacy encounters, and claim payment. Reconcile data and payment, and ensure complete, accurate and timely revenue within state and federal guidelines. Must constantly monitor the status of new, existing, and previous discrepancies or recovery situations. Actively participate in the development, testing and implementation of file extracts and layouts to meet vendor and regulatory agency requirements. Oversee the extraction, integrity, and submission of data. Analyze Federal and State programs to report trends and recommendations to management. Performs other duties as assigned.
POSITION QUALIFICATIONS
Minimum Education:",4.7,"MVP Health Care
3.7","Schenectady, NY",-1,1001 to 5000 Employees,1982,Nonprofit Organization,Insurance Carriers,Insurance,Less than $1 million (USD),-1
