,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
10,Digital Platform Manager- Data Integrations,$37K - $68K (Glassdoor est.),"Overview
Alliant is seeking a highly motivated, detail-oriented individual with technical aptitude and experience in the Adtech industry. The primary responsibilities of this position will be to oversee digital platform integrations, build and manage partner relations, and collaborate with both internal and external teams. Additional key functions include shaping and driving improvements and serving as a subject matter expert on partner integrations. This position will report to Alliant’s Digital Partnerships Director.
Principle Responsibilities:
Be the first point of contact for all existing digital platform partners for ongoing integrations",3.7,"Alliant Cooperative Data Solutions
3.6","Brewster, NY",-1,1 to 50 Employees,2003,Company - Private,Advertising & Marketing,Business Services,$5 to $10 million (USD),-1
11,Senior Developer,$37K - $68K (Glassdoor est.),"Overview
Alliant is seeking a Senior Developer to join its applications technology team. This associate will be tasked with design, development, implementation and maintenance of software to support and enhance a variety of web-based and console applications. The role requires close collaboration with teams involved in Production Delivery, Data Science and Product Management within a fast-paced big data marketing services environment.
The successful candidate for this position will be detail-oriented and have a working knowledge of modern web technologies. A demonstrated aptitude for working in both classical development environments such as C++ and Java as well as graphical data management development environments is essential. Additional responsibilities include providing consultation on design of data processing systems, specifying required inputs and outputs, and methods of validation and quality control. This is a tremendous opportunity for an individual with a career interest in data-driven marketing who wants to be a key member of a highly-energized and innovative team.",3.7,"Alliant Cooperative Data Solutions
3.6","Brewster, NY",-1,1 to 50 Employees,2003,Company - Private,Advertising & Marketing,Business Services,$5 to $10 million (USD),-1
12,Regional Account Director - Chicago,$37K - $68K (Glassdoor est.),"Regional Account Director - Cloud Data Services - Chicago (Midwest)
phData guides the world's largest brands in cloud data platforms, data engineering, and machine learning. We're the trusted leader in delivering modern data platforms and applications - and our services are in high demand!
Proud of award-winning workplace recognized as Best Places to Work and Inc. 500 Fastest Growing Private Companies in the U.S, our employee-centric culture focuses on Curiosity, Community, Grit and Psychological Safety in an environment which fosters learning, creativity, collaboration, transparency and teamwork.
As a Regional Account Director, you'll capitalize on our momentum in today's data driven market selling side by side with our strategic partners (Snowflake, AWS, Azure, Databricks and Cloudera).",3.7,"phData
3.3","Chicago, IL",-1,51 to 200 Employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
13,"Senior UI Engineer, Ad Platform",$37K - $68K (Glassdoor est.),"At Apptness we are digital marketing experts: solving online ad-serving challenges with technology and data-science. We build engaging media brands that profitably connect consumers to personalized ads to match each consumer’s needs. Founded in 2015, Apptness was recently named to the Inc. 5000 Fastest Growing Companies in the country, an accomplishment we owe to our energetic, collaborative and innovative culture.
We are hiring a Senior UI Engineer, Ad Platform to be a key member of our engineering team. In this role you will architect and engineer the user interface for the Apptness core ad-serving platform, to be used by our internal teams. Your experience in building digital marketing systems will enable you to own the design and implementation of new features, services and controls that connect the commercial needs of the business to our sophisticated backend capabilities. You will flex your system design muscles, simplify complex problems and implement efficient, scalable code. As an experienced member of the engineering team, you will help mentor teammates, evolve our technical standard and amplify our culture of system design.",3.7,"Apptness Media Group
5.0","Boca Raton, FL",-1,1 to 50 Employees,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
14,CAD Programmer,$37K - $68K (Glassdoor est.),"Description
Want to work for the world’s leader in play design and equipment manufacturing?
CAD Programmer
Do you have a passion for design and a desire to further your career with the world’s leader in play design and equipment manufacturing?
The CAD Programmer is responsible for the administration, monitoring, maintenance, and programming of our proprietary design and configuration application called PlayCreator. This person will work in a team with many talented designers, engineers and programmers to support multiple Outdoor brands’ products including playgrounds, boat docks, and site amenities.",3.7,"PlayPower
2.4","Pittsburgh, PA",-1,1001 to 5000 Employees,-1,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
15,Sr. Data Analyst (ArcSight) with Top Secret/SCI,$37K - $68K (Glassdoor est.),"Trewon is a competitive firm providing enterprise-wide solutions to federal and commercial clients. Trewon brings a sophisticated service line in IT-related solutions from Business Intelligence, Data Analytics, Big Data, to Cloud technologies coupled with a diverse skill set in research and evaluation to federal clients. While working in specified fields, we also understand the importance of meshing business process optimization with solid data and program management.
Company Benefits:
Competitive salary with exceptional benefits
Medical, Dental, Vision
Simple IRA with Employer Matching",3.7,Trewon Technologies,"Washington, DC",-1,-1,-1,-1,-1,-1,-1,-1
16,Data Management Lead,$37K - $68K (Glassdoor est.),"POSITION SUMMARY:
Positon can be partially remote within the Grand Rapids perimeter.
The Data Management Lead (DML) will be a key contributor in a major digital transformation initiative to improve business processes. The DML will manage data requirements for multiple projects and will ensure that the Company's data is maintained with a high degree of quality and availability. The DML will be responsible for documenting how data is collected, maintained, and interpreted inside and outside of the organization for each project. The DML will also support the effort to document data-quality metrics and requirements, including defining values, ranges, and parameters, that are required for each data element.
POSITION PROFILE:
Manages project related Data Management and Data Governance activities
Single Point of Contact for all project related data requests",3.7,"BISSELL
4.1","Grand Rapids, MI",-1,501 to 1000 Employees,1876,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,-1
17,"MANAGER, ACCOUNT DEVELOPMENT/DATA SCIENCE",$37K - $68K (Glassdoor est.),"MANAGER, ACCOUNT DEVELOPMENT/DATA SCIENCE
Basic Duties & Responsibilities:
Query and report on data
Build and maintain analytical tools, metrics & models across the following channels: membership, sales, marketing and tournaments.
Create compelling data visualizations and stories across internal LOB’s
Research internal data in order to build out analytics for both sales and marketing benefits
Ownership of data flow management between our internal systems and 3rd party systems such as PCD, Dovetail, Salesforce, US Sweeps and more",3.7,"B.A.S.S., LLC","Birmingham, AL",-1,-1,-1,-1,-1,-1,-1,-1
18,Associate Director/Director of In Vivo Biology/Pharmacology,$37K - $68K (Glassdoor est.),"Title: Associate Director/Director of In Vivo Biology/Pharmacology
About BioAge:
BioAge is a well-funded, rapidly-growing clinical-stage biotechnology company that develops drugs to treat aging-related diseases. Aging is the fundamental driver of many highly morbid, chronic diseases that reduce both the quantity and quality of life. We believe that intervening directly in the aging process will be the most impactful way to decrease the burden of disease and increase healthspan in an aging population.
BioAge has built a systems biology platform to map out the key molecular pathways that impact healthy human aging, based on proprietary human aging cohorts that have blood samples collected up to 45 years ago with participant -omics data that is tied to detailed medical follow-up records over their lifespan. In the last few months, BioAge in-licensed our first two clinical-stage platform assets, and for both programs we’ll be initiating Phase 2 efficacy trials by Q1 2021. Our mission is to develop a pipeline of therapeutic assets that increase healthspan and lifespan.",3.7,BioAge Labs,"Richmond, CA",-1,-1,-1,-1,-1,-1,-1,-1
19,Senior Big Data Analyst,$37K - $68K (Glassdoor est.),"The Data Consumption team of Decision Sciences and Transformation (DSaT) department is seeking a highly motivated Technical Business/Data Analyst to start or continue an IT career at GEICO on the Big Data project. Teaming up with software engineers, scrum masters, leads, managers and directors, you will work in an Agile environment to make application data ingested from various partner systems consumable on the Big Data Atomic Layer.
In this role, you will coordinate with a variety of IT departments to elicit and translate high level business requirements into detailed system requirements. You will participate in the entire software development lifecycle by writing and executing test plans, finding solutions to issues during development and after deployment. You should be intellectually curious, have a solutions-oriented attitude and enjoy learning new tools and techniques.",3.7,"GEICO
3.5","Chevy Chase, MD",-1,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),-1
20,IS Infrastructure Architect - 1212 Deming Way,$37K - $68K (Glassdoor est.),"Bring your passion for emerging technology, projects and consulting to UW Health.
We are seeking an IS Infrastructure Architect who is a technology generalist, with the ability to dive deep when needed.
Business Acumen : Understand technology trends, major vendors and identify business implications of new technology.
Datacenter and Server Hosting: UNIX & Windows Server Systems, Virtualization and hyperconverged clustering.
Public Cloud: Architect, design, and implement cloud solution related to IaaS, Paas and Disaster Recovery.
Storage Architecture (File, block and object etc.), develop enterprise class standards for storage including enterprise file sync and share solutions that interface or replication to the public cloud.",3.7,"UW Health
4.0","Madison, WI",-1,10000+ Employees,-1,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
21,Project Director,$37K - $68K (Glassdoor est.),"RS21 is a leading data science and visualization company tackling humanity’s biggest challenges. With offices in Albuquerque, NM and Washington, D.C., we develop interactive, big data analytics and visualization solutions that connect people with the data they need.

RS21 employees enjoy competitive salaries, flexible schedules, professional development, PTO, health insurance, 401(k), casual dress, an open pet policy, birthday gifts, fun events, while working to solve complex problems in beautiful ways. RS21 is ranked as a 2020 Best Workplaces for Innovators, Top 50 Company by Fast Company.

RS21 is seeking an experienced Project Director to lead a multi-disciplinary team supporting a large scale, multi-tiered project for a dedicated client within our burgeoning healthcare portfolio. This is an exciting growth opportunity for someone looking to work on innovative data-based solutions to advance patient care.",3.7,"RS21
5.0","Albuquerque, NM",-1,51 to 200 Employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
22,"Business Analysis, Analyst",$37K - $68K (Glassdoor est.),"The MIL Corporation seeks a Business Analysis, Analyst to support data management and conversion activities for financial systems modernization projects for a Federal Government client. We are specifically looking for candidates with Federal Financial Management Systems – Oracle Federal Financials/PeopleSoft, Momentum, SAP, Savantage, Sunflower, Maximo, Tririga, Prism, experience.
Responsibilities
Work with System Integrator (SI) and government technical and functional leads to provide advice and support on the development of data management plans for data migration
Assist the with establishment of a Data Management Integrated Project Team (IPT) and facilitate subsequent Data Management IPT activities",3.7,"The MIL Corporation
4.1","Washington, DC",-1,501 to 1000 Employees,1980,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
23,Account Executive- Digital Audiences,$37K - $68K (Glassdoor est.),"Overview
Alliant is seeking a strategic sales professional driven to be a leading producer for a respected data brand within the digital marketing industry. This position will be primarily responsible for selling new digital advertising audience solutions to agencies and advertisers. The successful candidate will have the ability to initiate and develop strategic relationships, build and manage a sales pipeline, and maximize revenue. This position will report to the Senior Director of Sales-Digital Audiences.
Principle Responsibilities:
Work with the Senior Director of Sales-Digital Audiences to target assigned accounts
Develop a strong new business pipeline through existing agency contacts, cold calls, cultivation of new leads, and reactivation of idle accounts among digital agencies and advertisers",3.7,"Alliant Cooperative Data Solutions
3.6","Brewster, NY",-1,1 to 50 Employees,2003,Company - Private,Advertising & Marketing,Business Services,$5 to $10 million (USD),-1
24,Senior Data Warehouse Engineer,$37K - $68K (Glassdoor est.),"About Dealerware:
Dealerware is modern fleet management for the modern retailer. We are proud to be one of the hottest software companies in the automotive sector. By combining a modern-approach with fresh design thinking, Dealerware’s industry-leading SaaS platform enables best-in-class fleet management and mobility for top automotive dealerships and manufacturers. Three years ago, we burst onto the scene with a promise to reduce costs and elevate the customer experience at automotive dealerships. Today, we’re experiencing 100% YOY growth and are positioned to truly change the way the world hits the road. Across the automotive ecosystem, there’s hundreds of billions of dollars at stake. And we’re right in the swell of it.

Dealerware: Senior Data Warehouse Engineer
Dealerware has an immediate, full-time opportunity for a SeniorData Warehouse Engineer to help us transform the way car dealers and manufacturers think about products and profits. As part of the company’s growing Business Intelligence team, we’re looking for someone to design, develop and implement technology and data solutions to meet current and future data warehousing and reporting needs. An experienced engineer who can set the technical direction, establish best practices and partner with all consumers of data to build and support the company's data warehouse and the ETL platform.",3.7,"Dealerware
5.0","Austin, TX",-1,51 to 200 Employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
25,Senior Data Scientist - Finance,$37K - $68K (Glassdoor est.),"Our purpose is to serve the nation with the single most trusted and capable health information network, built to increase patient safety, lower costs and ensure quality care.
Job Summary:
Surescripts is the nation's most trusted and capable health information network, handling nearly 20 billion transactions per year. It's an exciting place to be if you work with data.
The Senior Data Scientist, Finance role is primarily responsible for developing new analytical capabilities across Financial Planning & Analysis (FP&A) and Finance, including the design of visual, predictive, and prescriptive analysis to drive business results. This role will contribute to the identification and communication of key insights utilized by leadership and the broader finance team(s) to execute our financial strategy. The development of new financial processes, models, and visualizations will be a key component of the role. In addition, the incumbent will be expected to partner with the Business Intelligence team and broader Corporate data science / analysis initiatives to maintain community and develop best practices in Finance.",3.7,"Surescripts, LLC
4.3","Arlington, VA",-1,501 to 1000 Employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
26,Director of Cheminformatics,$37K - $68K (Glassdoor est.),"Full-time role based in Boston, MA
Within every human cell, nature has engineered finely tuned control mechanisms to correct imbalances caused by stress and disease and promote healing. At HotSpot Therapeutics, nature is inspiring us to create a wave of new medicines.
Through a proprietary technology platform, we are uncovering privileged allosteric sites used by nature to control proteins – called regulatory hotspots- that can be exploited through small molecule drug discovery. Regulatory hotspots are allowing sought-after targets to be drugged for the first time while delivering molecules with exquisite selectivity and attractive drug-like properties.
HotSpot is supported by a syndicate of leading healthcare investors based in the US and Europe. You will be joining a seasoned team of drug hunters with an excellent track record in drug discovery. As a HotSpotter, you are comfortable thinking outside the box and breaking convention. You are curious about the world and contribute beyond your precise role description. You are action orientated and extraordinary at getting things done. You communicate openly with your colleagues and you hate office politics.",3.7,HotSpot Therapeutics,"Boston, MA",-1,-1,-1,-1,-1,-1,-1,-1
27,Head of Sales (f/m/x),$37K - $68K (Glassdoor est.),"Cara Care aims to support every person in the world with a gastrointestinal disease with the first therapeutic digital companion for digestive care. Our platform combines the power of UX, UI, Data Science, Marketing, Tech, Medicine, Business, and Psychology to shape the user experience and provide the first evidence-based, digital therapy for digestive health. To date, Cara Care has helped more than 650,000 people across Germany and the United States manage digestive diseases with over a 78% success rate.
How it works:
By downloading the Cara Care app, individuals can customize their experience by keeping a digital food and symptom log to track personal data. It will then analyze the data and show correlations to make improvements in your everyday diet. If you choose to purchase the premium upgrade, you will gain access to personalized nutrition therapy. The premium upgrade gives you full access to our licensed Dietitians, Customer Care team and a 12 week program that is specifically tailored to you depending on the illness and symptoms. Our therapy programs also include mental health interventions with hypnotherapy and gut-directed relax sessions. The digital platform allows users to get effective and personalized treatment outside of the doctor’s office.",3.7,Cara Care,"San Francisco, CA",-1,-1,-1,-1,-1,-1,-1,-1
28,Marketing Manager- B2B Demand Generation,$37K - $68K (Glassdoor est.),"Overview
Alliant is seeking an experienced Marketing Manager to join a fast-moving Corporate Communications team. As Marketing Manager, you will be responsible for planning, executing and measuring well-orchestrated inbound and outbound marketing programs. Success in this role requires a dynamic individual who can seamlessly navigate between strategy and execution, partner across internal and external teams, and develop compelling content.
If you are organized, curious, energetic and excited by modern data-driven marketing, this is a terrific opportunity for you to become an integral member of a high-performing, results-oriented marketing team.
Principle Responsibilities:",3.7,"Alliant Cooperative Data Solutions
3.6","Brewster, NY",-1,1 to 50 Employees,2003,Company - Private,Advertising & Marketing,Business Services,$5 to $10 million (USD),-1
29,"Principal, Life Sciences",$37K - $68K (Glassdoor est.),"How you will help
As a Principal, Life Sciences you will be focused on business development and sales to our life science customers. You’ll join our growing Sales Team and be responsible for prospecting contacts, generating qualified opportunities, winning new business and managing relationships with key customers. You will successfully expand our presence in assigned accounts by constantly looking for ways for HealthVerity to support our clients’ needs. You will have a deep understanding of the healthcare data and analytics space, particularly around selling technology to the spectrum of potential users within pharmaceutical companies.

What you will do
Generate new product/services revenue from Pharmaceutical Manufacturers by demonstrating our products, negotiating sales contracts and appropriately closing a sale",3.7,"HealthVerity
5.0","Boston, MA",-1,51 to 200 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
30,Enterprise Data Architect,$37K - $68K (Glassdoor est.),"Job Summary:
We are looking for a highly motivated, detail-orientated and reliable self-starter. This position will be a member of a high-performing technology team that leads the firm in Business Intelligence and data services by providing architectural guidance, technological vision and solution development. Specifically, this position will be utilizing advanced analytics, data science and SQL/NO-SQL datasets to give our business and our products a competitive advantage. It includes understanding and managing the data, how it interconnects and architecting data for self-serve BI and BA opportunities. This position is for a person that is both business savvy and an expert in data analytics/data science that enjoys framing a problem, shaping & creating solutions and helping to champion implementation.
Responsibilities:",3.7,Software/Technology Company,"Melville, NY",-1,-1,-1,-1,-1,-1,-1,-1
31,Data Engineer,$37K - $68K (Glassdoor est.),"Job Summary
This role is responsible for the extraction, transformation and load of data from our legacy systems into our new Google Cloud environment. This position will be part of the Data & Analytics team.
Responsibilities:
Assembling large, complex sets of data that meet non-functional and functional business requirements
Identifying, designing and implementing internal process improvements optimizing data delivery, and automating manual processes",3.7,"Atlantic Broadband
2.8","Quincy, MA",-1,501 to 1000 Employees,-1,Company - Public,Internet,Information Technology,$100 to $500 million (USD),-1
32,"Sr. Director, Data Science",$189K - $301K (Glassdoor est.),"Company Overview:
ABOUT OPORTUN

Based in Silicon Valley, Oportun (Nasdaq:OPRT) is dedicated to financial inclusion for the estimated 100 million people in the U.S. who are shut out of the financial mainstream because they don’t have a credit score or have been mis-scored by a traditional credit bureau. As a Community Development Financial Institution (CDFI), Oportun’s mission is to provide inclusive, affordable financial services that empower its customers to build a better future.

Since our first loan in 2006, Oportun has made over 3.8 million loans totaling over $9 billion to customers across 12 states. Oportun’s customers have saved an estimated $1.7 billion in interest and fees compared to the alternatives typically available to them. Oportun has helped more than 860,000 people establish a credit history for the first time.


Overview:


Responsibilities:
Qualifications:",4.2,"Oportun Inc
4.2","San Carlos, CA",-1,1001 to 5000 Employees,2005,Company - Public,Lending,Finance,Unknown / Non-Applicable,-1
