,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
15,Sr. Digital Analyst Product Analytics,-1,"It’s not easy being stuck in a job. Join a company that cares about you. We’re listed on multiple “Best Places to Work” awards including Forbes, and Glassdoor. We’re an S&P 500 company that hasn’t stopped growing since our founding in 1977. Self-storage is our product, helping people is our passion. Grow with us.

The Sr. Digital Analyst Product Analytics helps the Product team to drive product adoption and enhance customer experience across the product portfolio. Responsible for developing measurement plans and reporting on all aspects of analytics data that will inform the planning, execution, and optimization of the Extra Space Storage customer experience across all product platforms. Works with leadership in product development and data science to bring forward insights to drive the business forward.
Primary Responsibilities",3.1,"Extra Space Storage
3.9","Salt Lake City, UT",-1,1001 to 5000 Employees,1977,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD),-1
16,Platform Engineer,-1,"Platform Engineer
Faraday is a funded and rapidly growing data science startup powered by a small technical team. Are you a programmer ready to focus 4 days a week, with all meetings restricted to a single day? Are you ready to build an industry-changing product? Do you want to apply technologies like BigQuery, TypeScript, Python, auto-scaling clusters, continuous deployment and machine learning? Do you want to release open source under your own name? Do you want a reason to move to beautiful Vermont?
If you are happy at your job, but are ready for the next level, come find us. We are working on a product that has passed escape velocity and now we're reaching for the stars - it's a great time to build, build, build.
About Faraday",3.1,"Faraday, Inc.","Burlington, VT",-1,-1,-1,-1,-1,-1,-1,-1
17,Data Engineer,-1,"Zions Bancorporations Enterprise Technology and Operations (ETO) team is transforming what it means to work for a financial institution. We operate in a fast-paced, information-driven environment, which means we need people who bring diverse experiences, perspectives, and expertise to meet the ever-changing demands of a technology-driven world. We are grounded in the belief that improving the work is the work as we drive to create simple, easy, and fast solutions for our customers. Your ability to adapt, learn, and innovate helps increase revenue, reduce operational costs, and mitigates risk.

ETO provides opportunities for you to own your career growth through Diversity, Equity, and Inclusion, Women in Technology, and Workforce of the Future initiatives that allow you to network across the organization, volunteer in our community, and build your technical and soft skills. Together we are building a culture that values diversity and creates a space of belonging for all our team members. We believe that investing in your success is an investment in our customers and our business. Our people are what sets us apart and make us great.

As a Data Engineer, youll provide your talents in contributing to the success of the Zions team by delivering the following:",3.1,"Zions Bancorporation
3.4","Salt Lake City, UT",-1,10000+ Employees,-1,Company - Public,Banks & Credit Unions,Finance,$2 to $5 billion (USD),-1
18,Engagement Manager,-1,"COMPANY OVERVIEW
TheMathCompany is a modern, hybrid consulting firm that builds contextual AI assets for Fortune 500 & equivalent companies. Our well-rounded, global consulting model addresses pressing gaps that exist in conventional analytics service provider models and off-the-shelf products. We offer the collective advantages of customization, diverse problem-solving capabilities, speed of delivery, reusability, and scalability.
We are committed to our employees’ personal success and professional development! TheMathCompany supports employee growth through professional experiences, best in-class learning opportunities, and personal well-being.
ROLE DESCRIPTION",3.1,"TheMathCompany
3.8","Chicago, IL",-1,201 to 500 Employees,2016,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
19,Lead Data Integration Engineer,-1,"Lead Data Integration Engineer
(Location: Denver, Boston)
As a Lead Data Integration Engineer you will accelerate and lead the data ingestion process to enable Pointillist users to leverage customer journey analytics and transform customer-centric experiences. Our data ingestion process is personalized, efficient, and agile. At Pointillist, the Data Integration & Insights team goes beyond simply ingesting data. It is about becoming an extension of our customer’s business—closely understanding their challenges and aspirations, as you work together with their data SMEs and business owners to make data and business value recommendations. Internally, you will collaborate with different teams and across departments interacting with DevOps, Engineering, Product, Sales, and Marketing.
In this role you will . . .",3.1,Pointillist,"Denver, CO",-1,-1,-1,-1,-1,-1,-1,-1
20,Data Analytics and Computational Modeling,-1,"About Us: Established in 1981, SURVICE Engineering is a nationally recognized, single-source engineering service provider for Government and Industry organizations involved in all phases of the systems engineering process. We're proud to have supported the development, testing, and analysis of many of the major U.S. combat systems in the field today.
SURVICE Engineering is seeking a Researcher to support our customer, the Army Research Laboratory (ARL) in Aberdeen Proving Ground, MD.
Position Description: This research position is at the intersection of data science, materials science and computational modeling. Candidates at all degree levels will be considered. There is particular interest in candidates well-versed in the application and/or development of probabilistic graph models, dimensionality reduction and featurization, or neural networks for materials science or process modeling. Experience with computational materials science or engineering, or software engineering, is desired but not necessary.",3.1,"SURVICE Engineering Company
3.7","Aberdeen Proving Ground, MD",-1,201 to 500 Employees,1981,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1
21,Contract Data Analyst,-1,"Overview:
Amyx is seeking to hire a Contract Data Analyst located in Rosslyn, VA. The successful candidate must have A 4-year course of study leading to a bachelor's degree with a major in any field, that includes or is supplemented by at least 24 semester hours in any combination of the following fields: accounting, business, finance, law, contracts, purchasing, economics, industrial management, marketing, quantitative methods or organization. Also, a minimum of 2 years of experience serving as a Federal government and/or contractor employee in the GS-1102 series or equivalent capacity as a contract specialist/administrator or procurement analyst
Responsibilities:
Responsibilities and Skills:
Knowledge of WAWF eBusiness processes.
Knowledge of the federal acquisition process.


Qualifications:",3.1,"Amyx, Inc.
3.9","Arlington, VA",-1,501 to 1000 Employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
22,Data Scientist,-1,"Data Scientist
Location


Atlanta - Midtown

Department


Office

Employment duration



Apply Now",3.1,"Purchasing Power
3.2","Atlanta, GA",-1,201 to 500 Employees,2001,Company - Private,Financial Transaction Processing,Finance,$100 to $500 million (USD),-1
23,"Manager, Analytical & Product Testing",-1,"Nice-Pak Products, Inc. (NP) is the global developer, manufacturer, and marketer of pre-moistened wipes for the consumer market, specializing in personal care, hygiene, household cleaning, and disinfection products.

We're currently looking for a Manager of Analytical& Product Testing in our Montvale, NJ location.

POSITION PURPOSE:

The Manager of Analytical& Product Testing is a new role within the Nice-Pak R&D organization to help establish and advance our overall analytical and product testing capabilities. In this role, the Manager will be responsible for building a new team and upgrading the existing lab to better support analytical, wet chemistry, stability, and product performance testing needs for Nice-Pak’s wet wipes portfolio. This role and the new team will support new raw material assays, product analyses (actives, key ingredients), competitive benchmarking, stability testing, product performance testing and method development for cosmetic, OTC and EPA regulated wipes. This role will serve as a key partner for Manufacturing/Operations QC labs regarding method transfer and validation. The Manager of Analytical& Product Testing will work cross-functionally with Nice-Pak’s R&D Product Development teams, Regulatory, Quality, and Manufacturing/Operations to support existing business needs and to help advance projects from concept to launch. It is an ideal opportunity for any individual looking to leverage his/her leadership skills and analytical/product testing skills technical skills, with the opportunity for career advancement in a dynamic, fast-paced, and challenging work environment.





Visit us atLinkedIn

#LI-AZ1

#LI-NICEPAK",3.1,"Nice-Pak-Products
3.3","Montvale, NJ",-1,501 to 1000 Employees,1955,Company - Private,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),-1
24,Data Manager,-1,"Returning Candidate? Log back in to the Career Portal and click on 'Job Browsing/History' and find the job you're looking for.

2020-083-INT: Data Manager

Directorate Intelligence & Defense Solutions
Location Wright-Patterson AFB, OH
Riverside Research is seeking a full-time Data Manager in support of the National Air and Space Intelligence Center (NASIC) at Wright-Patterson AFB, OH. This position will assist the government in guiding the migration of operational data from legacy Oracle data stores to a cloud ready architecture.

All Riverside Research opportunities require U.S. Citizenship.",3.1,"Riverside Research Institute
3.6","Wright Patterson AFB, OH",-1,501 to 1000 Employees,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),-1
25,Sr. Data Analyst,-1,"If you’re passionate about building a better future for individuals, communities, and our country—and you’re committed to working hard to play your part in building that future—consider WGU as the next step in your career.

Driven by a mission to expand access to higher education through online, competency-based degree programs, WGU is also committed to being a great place to work for a diverse workforce of student-focused professionals. The university has pioneered a new way to learn in the 21st century, one that has received praise from academic, industry, government, and media leaders. Whatever your role, working for WGU gives you a part to play in helping students graduate, creating a better tomorrow for themselves and their families.
About WGU Academy

WGU Academy is a recently established division of Western Governors University that exists outside the main operations of the university in order to dramatically impact college readiness efforts on a large scale. Its primary mission is to develop and deliver new solutions for college and career readiness to tens of thousands, even hundreds of thousands, of individuals who otherwise would not be prepared for regular enrollment at WGU or at other institutions. WGU Academy offers college-level courses that will support students by promoting a high level of confidence, study habits, and communication skills to be successful while at the Academy and throughout their future studies. In addition to supporting WGU, the Academy will also work with numerous external institutions, foundations, and states.









As an equal opportunity employer, WGU recognizes that our strength lies in our people. We are committed to diversity.",3.1,"Western Governors University
3.9","Salt Lake City, UT",-1,5001 to 10000 Employees,1997,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),-1
26,Senior BI Data Analyst,-1,"Overview
At Brookfield Properties, our success starts with our people. People like you.
We develop, operate, and manage more than 650 properties and 325 million square feet of real estate across the globe. It's a feat that wouldn't be possible without our team, a diverse group of creative visionaries and innovative experts who are relentless in pursuit of one goal: to ensure our buildings don't simply meet the needs of our tenants, residents, and communities — but exceed them, every day.
We know that a “one-size-fits-all” approach doesn't work when it comes to residential living. That's why, at Brookfield Properties, our portfolio features a wide range of options for any stage of life. And though our properties may be diverse, one thing is universal: all offer the unparalleled quality, service, and support our residents deserve.


If you're ready to be a part of our team, we encourage you to apply.",3.1,"Brookfield Properties
3.9","Cleveland, OH",-1,10000+ Employees,1920,Company - Private,Real Estate,Real Estate,$100 to $500 million (USD),-1
27,"Strategic Insights, Manager",-1,"Who is Stanley Black & Decker?
We are the leader in tools and security. We are Stanley Tools. We are DEWALT. We are Mac Tools. We are Vidmar. And we are much more. We are the doors that protect you at airports. We are the lock and deadbolt on your front door. We are the hydraulic breakers that rescue trapped earthquake survivors. We are the people on the phone in an emergency. No matter where you live, what car you drive, where you shop, or what building you work in, you can bet that we had a hand in making it work. And you can guarantee that we’ll keep making it work.
We believe corporations have a broader role to play in society building on our historical, deep focus on environment, health and safety, sustainability and community engagement. This role relates to helping solve the world’s challenges, such as climate change, income inequality and workforce development. In short, we’re working to be a force for good.
Position Overview:
Within the Global Tools & Storage division of Stanley Black & Decker we are currently looking for a Strategic Insights Manager to join our End User Insights organization. The will drive business results by influencing business strategy, brand and product portfolio decisions, integrated marketing planning, and new product development through a constant focus on the end user, shopper, and marketplace.




#LI-JB1

Stanley Black & Decker is one of the world's largest, fastest growing and most dynamic companies. SBD, a Fortune 200 company is a world-leading provider of tools and storage, commercial electronic security and engineered fastening systems, with unique growth platforms and a track record of sustained profitable growth.

All qualified applicants to Stanley Black & Decker are considered for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, veteran’s status or any other protected characteristic.

#LI-BF1",3.1,"Stanley Black & Decker
3.5","Towson, MD",-1,10000+ Employees,1843,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),-1
28,Compliance Data Analyst,-1,"Compliance Data Analyst
Worcester, MA, USA Req #13522
Wednesday, December 2, 2020
For more than 160 years, The Hanover has been committed to delivering on our promises and being there when it matters the most. We live our values every day, demonstrating we CARE.
Our Compliance Team is currently seeking a Compliance Data Analyst in our Worcester, MA location. This is a full time, exempt role.
POSITION OVERVIEW:
This position will assist in the start-up of a shared service Compliance Data Analytics and Reporting function. The purpose of this function is to utilize available tools and methodologies to gather data, perform analytics, analyze and understand the results, and report the findings. In addition, the role will focus on automating and improving efficiencies of work processes, as well as applying visualization techniques to reporting. The incumbent will routinely interact with management of assigned businesses, peers throughout the organization and regulators.",3.1,"The Hanover Insurance Group
4.1","Worcester, MA",-1,5001 to 10000 Employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1
29,Digital Product Analyst,-1,"Overview:
The Digital Product Analyst will support the broader Digital Product team through digital product analytics and act in partnership with the Business Intelligence and Data Teams to provision reporting and to ensure data availability and accuracy. This individual will leverage analytics and optimization tools to identify opportunities to generate actionable insights and drive business growth. The ideal candidate will bring a passion for learning and data-informed decision making that considers all touch points from marketing and web experience through order fulfillment and contact service.
Responsibilities:
Develop a thorough knowledge of our business and product portfolio as well as fluency in the data which surrounds it.
Qualifications:",3.1,"Medifast, Inc.
4.3","Salt Lake City, UT",-1,501 to 1000 Employees,1980,Company - Public,"Health, Beauty, & Fitness",Consumer Services,$500 million to $1 billion (USD),-1
30,Senior Medicaid Lead,-1,"Position Description:

Mathematica applies expertise at the intersection of data, methods, policy, and practice to improve well-being around the world. We collaborate closely with public- and private-sector partners to translate big questions into deep insights that improve programs, refine strategies, and enhance understanding using data science and analytics. Our work yields actionable information to guide decisions in wide-ranging policy areas, from health, education, early childhood, and family support to nutrition, employment, disability, and international development. Mathematica offers our employees competitive salaries, and a comprehensive benefits package, as well as the advantages of being 100 percent employee owned. As an employee stock owner, you will experience financial benefits of ESOP holdings that have increased in tandem with the company’s growth and financial strength. You will also be part of an independent, employee-owned firm that is able to define and further our mission, enhance our quality and accountability, and steadily grow our financial strength. Read more about our benefits here: https://www.mathematica.org/career-opportunities/benefits-at-a-glance.",3.1,"Mathematica Policy Research
3.9","Washington, DC",-1,1001 to 5000 Employees,1986,Company - Private,Consulting,Business Services,$100 to $500 million (USD),-1
31,Palantir Foundry Trainer/Data Analyst,-1,"Short term work for 2 mid’s or 1 sr is needed till late Jan. They need to have Palantir Foundry experience. Experience with Python is a requirement for using Foundry so any candidates you get who have both Foundry experience likely already have Python even if they don’t have one.

Here is a summary of the position as given by the team lead:

Create data transformations in PySpark and Python code in the Palantir Foundry platform that are implemented into the COVID-19 data pipeline or used to create data analytics reports that are utilized by staff epidemiologists at the CDC for use in the response to the COVID-19 pandemic. Other tools in the platform used are Contour and Data Preparation, which are both applications in Palantir Foundry used to automate the data cleaning and data transformation processes for very large data sets.",3.1,"Shine Systems
4.6","Atlanta, GA",-1,51 to 200 Employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
